"city";"lat";"long";"country";"iso2";"admin_name";"capital";"population"
Azov;47.1;39.4167;Russia;RU;Rostovskaya Oblast’;minor;80721
Azovo;54.6997;73.0236;Russia;RU;Omskaya Oblast’;"";5997
Azyershchyna;52.4003;30.3375;Belarus;BY;Homyel’skaya Voblasts’;"";4707
Ağabeyli;37.7336;37.1162;Turkey;TR;Kahramanmaraş;minor;0
Ağaçlı;38.5173;40.904;Turkey;TR;Diyarbakır;minor;0
Ağaçören;38.8748;33.9167;Turkey;TR;Aksaray;minor;0
Ağcabədi;40.0489;47.4502;Azerbaijan;AZ;Ağcabədi;admin;39200
Ağdam;39.9833;46.9167;Azerbaijan;AZ;Ağdam;admin;3770
Ağdaş;40.65;47.4833;Azerbaijan;AZ;Ağdaş;admin;29600
Ağlasun;37.6494;30.5342;Turkey;TR;Burdur;minor;0
Ağlı;41.686;33.5538;Turkey;TR;Kastamonu;minor;0
Ağrı;39.7225;43.0544;Turkey;TR;Ağrı;admin;149188
Ağstafa;41.1167;45.45;Azerbaijan;AZ;Ağstafa;admin;20200
Ağsu;40.5708;48.3928;Azerbaijan;AZ;Ağsu;admin;20200
Ağın;38.9379;38.7116;Turkey;TR;Elazığ;minor;0
Aşağı Irmaklar;41.183;42.1744;Turkey;TR;Artvin;minor;0
Aşağıpınarbaşı;38.0383;32.6008;Turkey;TR;Konya;minor;0
Aşağıçiğil;38.0515;31.8638;Turkey;TR;Konya;minor;0
Aşkale;39.9172;40.6848;Turkey;TR;Erzurum;minor;0
Baar;47.1956;8.5264;Switzerland;CH;Zug;"";24322
Babadağ;37.8076;28.8567;Turkey;TR;Denizli;minor;0
Babaeski;41.4325;27.0931;Turkey;TR;Kırklareli;minor;0
Babatorun;36.0825;36.2989;Turkey;TR;Hatay;minor;0
Babayurt;43.5992;46.7758;Russia;RU;Dagestan;"";16165
Babche;48.6667;24.4417;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";2484
Babrovichy;52.2917;29.3728;Belarus;BY;Homyel’skaya Voblasts’;"";2338
Babruysk;53.15;29.2333;Belarus;BY;Mahilyowskaya Voblasts’;minor;212200
Babstovo;48.1175;132.4817;Russia;RU;Yevreyskaya Avtonomnaya Oblast’;"";4465
Babugent;43.2736;43.5458;Russia;RU;Kabardino-Balkariya;"";3647
Babushkin;51.7167;105.8667;Russia;RU;Buryatiya;"";4513
Babyn;48.5242;26.8553;Ukraine;UA;Chernivets’ka Oblast’;"";2143
Babyn;49.1314;29.3228;Ukraine;UA;Vinnyts’ka Oblast’;"";1247
Babyntsi;50.6411;30.0269;Ukraine;UA;Kyyivs’ka Oblast’;"";2810
Babīte;56.9567;23.9472;Latvia;LV;Babītes Novads;"";1273
Babək;39.1111;45.4114;Azerbaijan;AZ;Babək;minor;5600
Bachi-Yurt;43.2191;46.1926;Russia;RU;Chechnya;"";19727
Bad Zurzach;47.5872;8.2944;Switzerland;CH;Aargau;minor;4242
Bademli;38.0817;28.0578;Turkey;TR;İzmir;minor;0
Baden;47.4729;8.308;Switzerland;CH;Aargau;"";19122
Bafra;41.5682;35.9069;Turkey;TR;Samsun;minor;97452
Bagan;54.1;77.6667;Russia;RU;Novosibirskaya Oblast’;"";5510
Bagayevskaya;47.3241;40.3879;Russia;RU;Rostovskaya Oblast’;minor;0
Bagdarin;54.4444;113.5872;Russia;RU;Buryatiya;"";4735
Bagnes;46.0833;7.2167;Switzerland;CH;Valais;"";8096
Bagrationovsk;54.3833;20.6333;Russia;RU;Kaliningradskaya Oblast’;minor;6482
Bahçe;37.2011;36.5775;Turkey;TR;Osmaniye;minor;0
Bahçecik;40.6681;29.9148;Turkey;TR;Kocaeli;minor;0
Bahçesaray;38.1246;42.7983;Turkey;TR;Van;minor;0
Bahşılı;39.8002;33.437;Turkey;TR;Kırıkkale;minor;0
Baibuzy;49.4772;31.6728;Ukraine;UA;Cherkas’ka Oblast’;"";1765
Baikonur;45.63;63.314;Kazakhstan;KZ;Qyzylorda;"";39161
Bairachky;48.3883;38.5992;Ukraine;UA;Luhans’ka Oblast’;"";1065
Bakacak;40.205;27.0832;Turkey;TR;Çanakkale;minor;0
Bakal;54.9333;58.8;Russia;RU;Chelyabinskaya Oblast’;"";19264
Bakaly;55.1764;53.8026;Russia;RU;Bashkortostan;"";9568
Bakhchysarai;44.7528;33.8608;Ukraine;UA;Krym, Avtonomna Respublika;minor;27351
Bakhilovo;53.4017;49.6322;Russia;RU;Samarskaya Oblast’;"";1086
Bakhmut;48.6044;38.0067;Ukraine;UA;Donets’ka Oblast’;minor;75798
Bakhtemir;46.1635;47.8141;Russia;RU;Astrakhanskaya Oblast’;"";2615
Baklan;37.9769;29.6086;Turkey;TR;Denizli;minor;0
Baklashi;52.2256;104.0486;Russia;RU;Irkutskaya Oblast’;"";4003
Baksan;43.6833;43.5333;Russia;RU;Kabardino-Balkariya;"";38474
Baksanenok;43.6897;43.6547;Russia;RU;Kabardino-Balkariya;"";7843
Baku;40.3667;49.8352;Azerbaijan;AZ;Bakı;primary;2181800
Bakırdağı;38.216;35.7902;Turkey;TR;Kayseri;minor;0
Bala;39.5542;33.1234;Turkey;TR;Ankara;minor;0
Balaban;38.4611;37.5788;Turkey;TR;Malatya;minor;0
Balabanovo;55.1833;36.65;Russia;RU;Kaluzhskaya Oblast’;"";25608
Balabyne;47.735;35.2142;Ukraine;UA;Zaporiz’ka Oblast’;"";6010
Balakhani;42.6331;46.8885;Russia;RU;Dagestan;"";2164
Balakliia;49.4564;36.8389;Ukraine;UA;Kharkivs’ka Oblast’;"";28868
Balakovo;52.039;47.7839;Russia;RU;Saratovskaya Oblast’;"";191260
Balakən;41.7233;46.3919;Azerbaijan;AZ;Balakən;admin;8134
Balashikha;55.8;37.95;Russia;RU;Moskovskaya Oblast’;"";450771
Balashov;51.55;43.1667;Russia;RU;Saratovskaya Oblast’;"";76776
Balcı;38.7253;34.1012;Turkey;TR;Aksaray;minor;0
Baldone;56.7425;24.3908;Latvia;LV;Baldones Novads;admin;3664
Balerna;45.85;9.0;Switzerland;CH;Ticino;"";3269
Baley;51.5833;116.6333;Russia;RU;Zabaykal’skiy Kray;"";11151
Balezino;57.9787;53.0138;Russia;RU;Udmurtiya;minor;0
Balgach;47.4;9.5997;Switzerland;CH;Sankt Gallen;"";4797
Ballaigues;46.7333;6.4167;Switzerland;CH;Vaud;"";1064
Ballwil;47.1497;8.3164;Switzerland;CH;Luzern;"";2786
Ballı;40.8303;27.0555;Turkey;TR;Tekirdağ;minor;0
Baloži;56.875;24.1194;Latvia;LV;Ķekavas Novads;"";6780
Balpayam;39.4201;40.0571;Turkey;TR;Tunceli;minor;0
Balqash;46.85;75.0;Kazakhstan;KZ;Qaraghandy;"";78002
Balsthal;47.3164;7.6944;Switzerland;CH;Solothurn;minor;6117
Balta;47.9361;29.6225;Ukraine;UA;Odes’ka Oblast’;minor;19353
Baltinava;56.9447;27.6447;Latvia;LV;Baltinavas Novads;admin;443
Baltiysk;54.65;19.9167;Russia;RU;Kaliningradskaya Oblast’;minor;33317
Baltschieder;46.3759;7.8806;Switzerland;CH;Valais;"";1328
Balvi;57.1292;27.2667;Latvia;LV;Balvu Novads;admin;5840
Balya;39.7486;27.5789;Turkey;TR;Balıkesir;minor;0
Balyktuyul’;50.7558;88.0394;Russia;RU;Altay;"";1340
Balyqshy;47.0666;51.8666;Kazakhstan;KZ;Atyraū;"";31624
Balıkesir;39.6511;27.8842;Turkey;TR;Balıkesir;admin;331788
Balıklıçeşme;40.3103;27.0817;Turkey;TR;Çanakkale;minor;0
Balışeyh;39.9141;33.7233;Turkey;TR;Kırıkkale;minor;0
Banarlı;41.067;27.3358;Turkey;TR;Tekirdağ;minor;0
Banaz;38.7644;29.7525;Turkey;TR;Uşak;minor;0
Bandurove;48.2275;29.8606;Ukraine;UA;Kirovohrads’ka Oblast’;"";1980
Bandırma;40.3542;27.9725;Turkey;TR;Balıkesir;minor;154359
Bar;49.0781;27.6831;Ukraine;UA;Vinnyts’ka Oblast’;minor;16136
Barabash;43.1917;131.4889;Russia;RU;Primorskiy Kray;"";5691
Barabinsk;55.35;78.35;Russia;RU;Novosibirskaya Oblast’;"";28941
Baranavichy;53.1167;25.9833;Belarus;BY;Brestskaya Voblasts’;minor;174183
Baranivka;50.3;27.6667;Ukraine;UA;Zhytomyrs’ka Oblast’;"";11765
Baranykivka;49.1586;39.8453;Ukraine;UA;Luhans’ka Oblast’;"";1544
Baran’;54.4833;30.3333;Belarus;BY;Vitsyebskaya Voblasts’;"";10573
Barashi;50.7156;28.0308;Ukraine;UA;Zhytomyrs’ka Oblast’;"";2032
Barashivka;50.2714;28.5489;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1250
Baratayevka;54.2776;48.2001;Russia;RU;Ul’yanovskaya Oblast’;"";2753
Barbengo;45.9622;8.9153;Switzerland;CH;Ticino;"";1970
Bardonnex;46.1333;6.1;Switzerland;CH;Genève;"";2299
Barguzin;53.6172;109.6347;Russia;RU;Buryatiya;"";5702
Barla;38.0178;30.7828;Turkey;TR;Isparta;minor;0
Barmino;56.1088;45.5094;Russia;RU;Nizhegorodskaya Oblast’;"";1391
Barnaul;53.356700000000004;83.7872;Russia;RU;Altayskiy Kray;admin;633301
Barturyn;51.3333;32.8833;Ukraine;UA;Chernihivs’ka Oblast’;"";2552
Bartın;41.6344;32.3375;Turkey;TR;Bartın;admin;155016
Barvikha;55.7411;37.2761;Russia;RU;Moskovskaya Oblast’;"";7213
Barvynkove;48.9067;37.0131;Ukraine;UA;Kharkivs’ka Oblast’;"";8660
Baryatino;54.3103;34.5269;Russia;RU;Kaluzhskaya Oblast’;"";2748
Barysh;53.65;47.1167;Russia;RU;Ul’yanovskaya Oblast’;"";15974
Baryshevo;54.9561;83.1854;Russia;RU;Novosibirskaya Oblast’;"";5195
Baryshivka;50.3703;31.3286;Ukraine;UA;Kyyivs’ka Oblast’;"";10783
Basel;47.5606;7.5906;Switzerland;CH;Basel-Stadt;admin;177595
Bashmachka;48.156;35.0109;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1421
Bashtanka;47.4;32.45;Ukraine;UA;Mykolayivs’ka Oblast’;minor;0
Baskil;38.5687;38.8163;Turkey;TR;Elazığ;minor;0
Bassersdorf;47.4431;8.6283;Switzerland;CH;Zürich;"";11593
Bassins;46.4667;6.2333;Switzerland;CH;Vaud;"";1344
Basyuvka;49.7811;23.9092;Ukraine;UA;L’vivs’ka Oblast’;"";1042
Batagay;67.656;134.635;Russia;RU;Sakha (Yakutiya);"";4266
Batagay-Alyta;67.7981;130.3986;Russia;RU;Sakha (Yakutiya);"";1835
Bataysk;47.1333;39.75;Russia;RU;Rostovskaya Oblast’;"";126769
Batlaich;42.5545;46.7537;Russia;RU;Dagestan;"";1081
Batman;37.8833;41.1333;Turkey;TR;Batman;admin;447106
Batovo;48.3667;22.3833;Ukraine;UA;Zakarpats’ka Oblast’;"";3003
Battalgazi;38.4229;38.3585;Turkey;TR;Malatya;minor;0
Baturino;57.7545;85.1702;Russia;RU;Tomskaya Oblast’;"";1391
Baulmes;46.7833;6.5167;Switzerland;CH;Vaud;"";1027
Bauma;47.3681;8.8778;Switzerland;CH;Zürich;"";4925
Bauska;56.4067;24.1875;Latvia;LV;Bauskas Novads;admin;9840
Bavly;54.4;53.25;Russia;RU;Tatarstan;"";22145
Bay-Khaak;51.161;94.464;Russia;RU;Tyva;"";3110
Bayanday;53.0661;105.5139;Russia;RU;Irkutskaya Oblast’;"";2626
Bayangol;53.7731;110.2689;Russia;RU;Buryatiya;"";1351
Bayangol;50.6994;103.4714;Russia;RU;Buryatiya;"";1087
Bayat;40.646;34.261;Turkey;TR;Çorum;minor;16525
Bayat;38.9831;30.9247;Turkey;TR;Afyonkarahisar;minor;0
Bayburt;40.2546;40.226;Turkey;TR;Bayburt;admin;66633
Baychurovo;51.3394;42.6844;Russia;RU;Voronezhskaya Oblast’;"";1577
Baykalovo;57.3969;63.7672;Russia;RU;Sverdlovskaya Oblast’;"";6457
Baykalsk;51.5172;104.1561;Russia;RU;Irkutskaya Oblast’;"";12629
Baykan;38.1575;41.7733;Turkey;TR;Siirt;minor;0
Bayki;55.8417;56.8144;Russia;RU;Bashkortostan;"";1095
Baykibashevo;55.8072;56.5775;Russia;RU;Bashkortostan;"";1133
Baykit;61.6778;96.3833;Russia;RU;Krasnoyarskiy Kray;"";3293
Baykovtsy;49.5603;25.6872;Ukraine;UA;Ternopil’s’ka Oblast’;"";1296
Baymak;52.5833;58.3167;Russia;RU;Bashkortostan;"";17254
Bayramaul;43.2989;46.726;Russia;RU;Dagestan;"";2858
Bayramiç;39.8086;26.6098;Turkey;TR;Çanakkale;minor;0
Bayramören;40.9433;33.203;Turkey;TR;Çankırı;minor;0
Bayunovskiye Klyuchi;53.3281;84.1822;Russia;RU;Altayskiy Kray;"";1569
Bayındır;38.2192;27.6481;Turkey;TR;İzmir;minor;40584
Bazaliia;49.7178;26.4708;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1541
Bazarnyye Mataki;54.9053;49.9258;Russia;RU;Tatarstan;"";5899
Bazhenovo;53.975;53.9014;Russia;RU;Bashkortostan;"";1120
Bağarası;37.7071;27.5487;Turkey;TR;Aydın;minor;0
Bağdere;38.1144;40.7338;Turkey;TR;Diyarbakır;minor;0
Bağgöze;37.7126;41.9154;Turkey;TR;Siirt;minor;0
Bağkonak;38.2175;31.2722;Turkey;TR;Isparta;minor;0
Bağlar;37.9137;40.2058;Turkey;TR;Diyarbakır;minor;0
Bağlıca;37.8697;41.7511;Turkey;TR;Siirt;minor;0
Bağpınar;37.5914;38.3191;Turkey;TR;Adıyaman;minor;0
Bağışlı;37.7177;44.0356;Turkey;TR;Hakkâri;minor;0
Başgedikler;40.6408;43.5217;Turkey;TR;Kars;minor;0
Başkale;38.0453;44.0172;Turkey;TR;Van;minor;0
Başköy;39.8723;39.8419;Turkey;TR;Erzincan;minor;0
Başmakçı;37.8972;30.0117;Turkey;TR;Afyonkarahisar;minor;0
Başpınar;39.1902;38.6874;Turkey;TR;Erzincan;minor;0
Başyayla;36.7534;32.6802;Turkey;TR;Karaman;minor;0
Başyurt;38.8351;39.9793;Turkey;TR;Elazığ;minor;0
Başçiftlik;40.5469;37.1692;Turkey;TR;Tokat;minor;0
Beatenberg;46.6997;7.8;Switzerland;CH;Bern;"";1196
Beckenried;46.9665;8.4747;Switzerland;CH;Nidwalden;"";3672
Bedano;46.05;8.9167;Switzerland;CH;Ticino;"";1551
Bedirli;39.5835;36.6212;Turkey;TR;Sivas;minor;0
Bednodem’yanovsk;53.9333;43.1833;Russia;RU;Penzenskaya Oblast’;"";7106
Begnins;46.4333;6.25;Switzerland;CH;Vaud;"";1950
Beinwil am See;47.2678;8.2025;Switzerland;CH;Aargau;"";3276
Bekhteyevka;50.8072;37.2167;Russia;RU;Belgorodskaya Oblast’;"";3290
Bekilli;38.2311;29.4197;Turkey;TR;Denizli;minor;0
Bekirhan;38.1409;41.2935;Turkey;TR;Batman;minor;0
Belaya Glina;46.078;40.8665;Russia;RU;Krasnodarskiy Kray;minor;0
Belaya Kalitva;48.1667;40.7833;Russia;RU;Rostovskaya Oblast’;minor;40275
Belaya Kholunitsa;58.8333;50.85;Russia;RU;Kirovskaya Oblast’;"";10406
Belaya Rechka;43.4333;43.5083;Russia;RU;Kabardino-Balkariya;"";3430
Belebey;54.1;54.1333;Russia;RU;Bashkortostan;"";60188
Beleluia;48.4986;25.4775;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1500
Belen;36.4917;36.1917;Turkey;TR;Hatay;minor;33540
Belenikhino;50.94;36.6267;Russia;RU;Belgorodskaya Oblast’;"";1183
Belfaux;46.8287;7.095;Switzerland;CH;Fribourg;"";3281
Belgorod;50.6;36.6;Russia;RU;Belgorodskaya Oblast’;admin;391135
Belinskiy;52.9667;43.4167;Russia;RU;Penzenskaya Oblast’;"";7694
Bellach;47.215;7.5;Switzerland;CH;Solothurn;"";5214
Bellevue;46.25;6.15;Switzerland;CH;Genève;"";3299
Bellikon;47.3891;8.3436;Switzerland;CH;Aargau;"";1562
Bellinzona;46.1956;9.0238;Switzerland;CH;Ticino;"";43220
Bellmund;47.1029;7.2432;Switzerland;CH;Bern;"";1689
Belmont-sur-Lausanne;46.5265;6.6876;Switzerland;CH;Vaud;"";3721
Belobozhnitsa;49.0494;25.6814;Ukraine;UA;Ternopil’s’ka Oblast’;"";2035
Belogorodka;50.0042;26.6475;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1816
Belogorsk;50.9167;128.4833;Russia;RU;Amurskaya Oblast’;"";66183
Belokurikha;52.0;84.9833;Russia;RU;Altayskiy Kray;"";15160
Belomorsk;64.5167;34.7667;Russia;RU;Kareliya;"";9861
Beloozërsk;50.6536;105.7158;Russia;RU;Buryatiya;"";1011
Beloozërskiy;55.4614;38.4422;Russia;RU;Moskovskaya Oblast’;"";18297
Belorechensk;44.7667;39.8667;Russia;RU;Krasnodarskiy Kray;minor;52082
Beloretsk;53.9667;58.4;Russia;RU;Bashkortostan;"";65477
Belousovo;55.0917;36.6667;Russia;RU;Kaluzhskaya Oblast’;"";9288
Belovo;54.4167;86.3;Russia;RU;Kemerovskaya Oblast’;"";72519
Beloyarskiy;63.7167;66.6667;Russia;RU;Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra;"";19542
Belozerye;54.3325;47.1678;Russia;RU;Ul’yanovskaya Oblast’;"";1040
Belozërsk;60.0333;37.7833;Russia;RU;Vologodskaya Oblast’;"";8786
Belozërskoye;55.8214;65.5842;Russia;RU;Kurganskaya Oblast’;"";4141
Belp;46.8914;7.4972;Switzerland;CH;Bern;"";11439
Belsk;52.8711;103.078;Russia;RU;Irkutskaya Oblast’;"";1144
Belyayevka;51.3975;56.4167;Russia;RU;Orenburgskaya Oblast’;"";5992
Belyy;55.8333;32.9333;Russia;RU;Tverskaya Oblast’;"";3197
Belyy Klyuch;54.2178;48.2959;Russia;RU;Ul’yanovskaya Oblast’;"";2330
Belz;50.3833;24.0167;Ukraine;UA;L’vivs’ka Oblast’;"";2308
Belëv;53.8;36.1333;Russia;RU;Tul’skaya Oblast’;"";13180
Belören;37.6372;37.5803;Turkey;TR;Adıyaman;minor;0
Belören;37.2148;32.5536;Turkey;TR;Konya;minor;0
Belören;40.8616;33.4956;Turkey;TR;Çankırı;minor;0
Bendzary;47.9308;29.6642;Ukraine;UA;Odes’ka Oblast’;"";1040
Bene;48.1664;22.7569;Ukraine;UA;Zakarpats’ka Oblast’;"";1409
Benken;47.1924;8.9957;Switzerland;CH;Sankt Gallen;"";3025
Bennäs;63.6;22.7917;Finland;FI;Pohjanmaa;minor;0
Benoy;42.9774;46.3094;Russia;RU;Chechnya;"";5484
Benoy-Yurt;43.6931;45.0503;Russia;RU;Chechnya;"";7738
Bercher;46.6916;6.7062;Switzerland;CH;Vaud;"";1238
Berdakel;43.2645;45.8226;Russia;RU;Chechnya;"";6945
Berdiansk;46.7598;36.7845;Ukraine;UA;Zaporiz’ka Oblast’;minor;114205
Berdigestyakh;62.0984;126.6957;Russia;RU;Sakha (Yakutiya);"";6462
Berdsk;54.75;83.1;Russia;RU;Novosibirskaya Oblast’;"";103578
Berdychiv;49.8919;28.6;Ukraine;UA;Zhytomyrs’ka Oblast’;minor;76229
Berdyuzhye;55.8042;68.3;Russia;RU;Tyumenskaya Oblast’;"";5158
Berehove;48.2025;22.6375;Ukraine;UA;Zakarpats’ka Oblast’;minor;23732
Bereketli;40.5127;37.2886;Turkey;TR;Tokat;minor;0
Berestechko;50.35;25.1167;Ukraine;UA;Volyns’ka Oblast’;"";1711
Berezan;50.3197;31.47;Ukraine;UA;Kyyivs’ka Oblast’;"";16506
Berezanka;46.855;31.3875;Ukraine;UA;Mykolayivs’ka Oblast’;minor;4132
Berezhany;49.544200000000004;28.5072;Ukraine;UA;Vinnyts’ka Oblast’;"";1287
Berezhany;49.4464;24.9436;Ukraine;UA;Ternopil’s’ka Oblast’;minor;0
Berezhynka;48.4867;32.3547;Ukraine;UA;Kirovohrads’ka Oblast’;"";2082
Berezivka;47.2039;30.9125;Ukraine;UA;Odes’ka Oblast’;minor;9845
Bereznehuvate;47.3114;32.8478;Ukraine;UA;Mykolayivs’ka Oblast’;minor;0
Berezniki;59.4167;56.7833;Russia;RU;Permskiy Kray;"";145115
Berezova Rudka;50.3153;32.2401;Ukraine;UA;Poltavs’ka Oblast’;"";1971
Berezovo;48.3039;23.4892;Ukraine;UA;Zakarpats’ka Oblast’;"";3000
Berezyna;49.4461;24.0672;Ukraine;UA;L’vivs’ka Oblast’;"";2127
Berg;47.5664;9.1664;Switzerland;CH;Thurgau;"";3410
Berg;47.5;8.15;Switzerland;CH;Aargau;"";1589
Bergama;39.1228;27.1783;Turkey;TR;İzmir;minor;103185
Bergdietikon;47.3942;8.3861;Switzerland;CH;Aargau;"";2828
Berikon;47.3525;8.3736;Switzerland;CH;Aargau;"";4776
Beringen;47.6964;8.5754;Switzerland;CH;Schaffhausen;"";4643
Beringovskiy;63.0655;179.3067;Russia;RU;Chukotskiy Avtonomnyy Okrug;"";1861
Bern;46.948;7.4474;Switzerland;CH;Bern;primary;133798
Berneck;47.4246;9.6125;Switzerland;CH;Sankt Gallen;"";3963
Bernex;46.1784;6.0684;Switzerland;CH;Genève;"";10233
Bernove;48.4981;26.6336;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1125
Beromünster;47.1997;8.2;Switzerland;CH;Luzern;"";6580
Bershad;48.3728;29.5325;Ukraine;UA;Vinnyts’ka Oblast’;minor;12795
Beryslav;46.8333;33.4167;Ukraine;UA;Khersons’ka Oblast’;minor;12417
Berëzovka;53.4242;84.0586;Russia;RU;Altayskiy Kray;"";4836
Berëzovka;54.795;73.0792;Russia;RU;Omskaya Oblast’;"";2200
Berëzovka;51.1808;45.9169;Russia;RU;Saratovskaya Oblast’;"";1060
Berëzovskiy;56.9;60.8;Russia;RU;Sverdlovskaya Oblast’;"";57892
Berëzovskiy;55.6667;86.25;Russia;RU;Kemerovskaya Oblast’;"";46215
Beslan;43.1833;44.5333;Russia;RU;North Ossetia;"";37029
Besleney;44.2461;41.7414;Russia;RU;Karachayevo-Cherkesiya;"";3514
Besni;37.6928;37.8611;Turkey;TR;Adıyaman;minor;0
Bettingen;47.5708;7.665;Switzerland;CH;Basel-Stadt;"";1213
Bettlach;47.2039;7.425;Switzerland;CH;Solothurn;"";4910
Bettwiesen;47.5;9.0333;Switzerland;CH;Thurgau;"";1247
Bevaix;46.9312;6.8041;Switzerland;CH;Neuchâtel;"";3784
Bex;46.25;7.0167;Switzerland;CH;Vaud;"";7771
Beya;53.0458;90.9414;Russia;RU;Khakasiya;"";5247
Beyazköy;41.3483;27.7039;Turkey;TR;Tekirdağ;minor;0
Beyağaç;37.2353;28.8961;Turkey;TR;Denizli;minor;0
Beycuma;41.3281;31.9681;Turkey;TR;Zonguldak;minor;0
Beydağ;38.0869;28.2089;Turkey;TR;Kayseri;minor;12507
Beykoz;41.1439;29.0906;Turkey;TR;İstanbul;minor;0
Beylikova;39.6869;31.2056;Turkey;TR;Eskişehir;minor;0
Beyləqan;39.7692;47.6156;Azerbaijan;AZ;Beyləqan;admin;12263
Beypazarı;40.1703;31.9211;Turkey;TR;Ankara;minor;48274
Beypınarı;39.5064;37.7069;Turkey;TR;Sivas;minor;0
Beytüşşebap;37.5632;43.1658;Turkey;TR;Şırnak;minor;0
Beyçayırı;38.0141;41.3237;Turkey;TR;Batman;minor;0
Beyçayırı;40.2551;26.9244;Turkey;TR;Çanakkale;minor;0
Beyşehir;37.6773;31.7246;Turkey;TR;Konya;minor;0
Bezborodky;49.8994;31.9856;Ukraine;UA;Cherkas’ka Oblast’;"";1211
Bezengi;43.2128;43.2794;Russia;RU;Kabardino-Balkariya;"";1038
Bezhetsk;57.7833;36.7;Russia;RU;Tverskaya Oblast’;"";9450
Bezliudivka;49.8694;36.2719;Ukraine;UA;Kharkivs’ka Oblast’;"";9436
Bezopasnoye;45.6376;41.9358;Russia;RU;Stavropol’skiy Kray;"";6598
Bezymyannoye;51.3325;46.4375;Russia;RU;Saratovskaya Oblast’;"";1456
Beşikdüzü;41.052;39.2329;Turkey;TR;Trabzon;minor;0
Beşiri;37.9157;41.2865;Turkey;TR;Batman;minor;0
Beşkonak;37.1444;31.1992;Turkey;TR;Antalya;minor;0
Beşpınar;41.1382;35.2172;Turkey;TR;Samsun;minor;0
Beşpınar;37.8371;41.6022;Turkey;TR;Batman;minor;0
Biasca;46.35;8.9667;Switzerland;CH;Ticino;"";6115
Biberist;47.1828;7.5586;Switzerland;CH;Solothurn;"";8567
Biberstein;47.4141;8.0818;Switzerland;CH;Aargau;"";1571
Bibrka;49.6358;24.2936;Ukraine;UA;L’vivs’ka Oblast’;"";3817
Bichura;50.5864;107.5975;Russia;RU;Buryatiya;"";9145
Biel/Bienne;47.1372;7.2472;Switzerland;CH;Bern;"";54456
Biga;40.2281;27.2422;Turkey;TR;Çanakkale;minor;0
Bigadiç;39.3925;28.1311;Turkey;TR;Balıkesir;minor;0
Biglen;46.9278;7.6267;Switzerland;CH;Bern;"";1811
Bikin;46.8167;134.25;Russia;RU;Khabarovskiy Kray;"";15928
Bila Tserkva;49.7956;30.1167;Ukraine;UA;Kyyivs’ka Oblast’;minor;208944
Bila Tserkva;47.95;23.9333;Ukraine;UA;Zakarpats’ka Oblast’;"";3024
Bilche;49.41;23.8294;Ukraine;UA;L’vivs’ka Oblast’;"";1684
Bile;48.4936;39.0367;Ukraine;UA;Luhans’ka Oblast’;"";6512
Bilecik;40.1431;29.9792;Turkey;TR;Bilecik;admin;81723
Bilenke;48.7664;37.6314;Ukraine;UA;Donets’ka Oblast’;"";9136
Bilenke;46.0519;30.3697;Ukraine;UA;Odes’ka Oblast’;"";1268
Bilhorod-Dnistrovskyi;46.1833;30.3333;Ukraine;UA;Odes’ka Oblast’;minor;57210
Biliaivka;46.4828;30.2014;Ukraine;UA;Odes’ka Oblast’;minor;0
Bilibino;68.05;166.45;Russia;RU;Chukotskiy Avtonomnyy Okrug;"";5319
Bilkivtsi;50.3675;28.9772;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1056
Bilmak;47.3589;36.65;Ukraine;UA;Zaporiz’ka Oblast’;minor;6802
Biloberizka;48.1656;25.0469;Ukraine;UA;Chernivets’ka Oblast’;"";1234
Bilohirsk;45.0544;34.6022;Ukraine;UA;Krym, Avtonomna Respublika;minor;16428
Bilohorodka;50.4;30.2167;Ukraine;UA;Kyyivs’ka Oblast’;"";21367
